OrderID,CustomerID,CustomerName,Gender,Age,Email,Phone,Product,Brand,Category,Quantity,UnitPrice,Discount%,GST%,SalesAmount,CostPrice,Profit,OrderDate,City,State
ORD100320,CUST5320,Chanchal Dasgupta,Female,56,bhargavagavin@example.net,9571470316,iPhone 15,Apple,Electronics,5,79999,5,18,379995.25,311996.1,67999.15,2024-02-07,Nangloi Jat,Andhra Pradesh
ORD100321,CUST5321,Ati Patil,Female,23,wardakorpal@example.com,9317697754,Dell Inspiron,Dell,Laptop,1,58999,15,18,50149.15,46019.22,4129.93,2023-12-30,Deoghar,Arunachal Pradesh
ORD100322,CUST5322,Hema Gopal,Male,36,skannan@example.org,9604260410,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2024-01-12,Vijayawada,Telangana
ORD100323,CUST5323,Ethan Bumb,Male,32,thakerqasim@example.net,9655921560,iPhone 15,Apple,Electronics,1,79999,5,18,75999.05,62399.22,13599.83,2023-01-11,Mathura,Meghalaya
ORD100324,CUST5324,Netra Kalla,Female,25,janani02@example.com,9498258066,Dell Inspiron,Dell,Laptop,3,58999,0,18,176997.0,138057.66,38939.34,2023-10-24,Narasaraopet,West Bengal
ORD100325,CUST5325,Charvi Anand,Male,35,koshyekta@example.com,9770604315,Dell Inspiron,Dell,Laptop,1,58999,10,18,53099.1,46019.22,7079.88,2023-01-14,Bhubaneswar,Gujarat
ORD100326,CUST5326,Aadi Chand,Female,25,bhardwajaarnav@example.org,9642909828,Galaxy S24,Samsung,Electronics,1,74999,5,18,71249.05,58499.22,12749.83,2023-05-26,Shimoga,Tripura
ORD100327,CUST5327,Ekansh Chaudry,Male,45,timothyvohra@example.com,9256797441,Dell Inspiron,Dell,Laptop,5,58999,0,18,294995.0,230096.1,64898.9,2025-05-04,Dibrugarh,Assam
ORD100328,CUST5328,Harsh Shanker,Male,43,mohantyjeet@example.net,9211469805,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2023-09-26,Burhanpur,West Bengal
ORD100329,CUST5329,Azad Ramaswamy,Female,36,gnarasimhan@example.com,9708465928,Galaxy S24,Samsung,Electronics,3,74999,10,18,202497.3,175497.66,26999.64,2024-12-02,Burhanpur,Bihar
ORD100330,CUST5330,Upadhriti Raja,Female,24,narasimhanmitesh@example.net,9549638607,Dell Inspiron,Dell,Laptop,4,58999,10,18,212396.4,184076.88,28319.52,2024-10-02,Kochi,Meghalaya
ORD100331,CUST5331,Raksha Madan,Female,47,qabil99@example.net,9806710620,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2023-11-02,Unnao,Telangana
ORD100332,CUST5332,Ria Amble,Male,46,meghasundaram@example.org,9162158028,HP Pavilion,HP,Laptop,2,65999,10,18,118798.2,102958.44,15839.76,2024-11-28,Jabalpur,Tamil Nadu
ORD100333,CUST5333,Manan Chowdhury,Male,47,walianathaniel@example.com,9230556072,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2023-01-31,Nizamabad,Assam
ORD100334,CUST5334,Nisha Dhar,Male,40,wazir91@example.com,9692736714,Dell Inspiron,Dell,Laptop,4,58999,10,18,212396.4,184076.88,28319.52,2024-09-11,Kulti,Bihar
ORD100335,CUST5335,Ojasvi Hora,Female,52,dnair@example.net,9868853643,Dell Inspiron,Dell,Laptop,4,58999,15,18,200596.6,184076.88,16519.72,2025-04-12,Meerut,Assam
ORD100336,CUST5336,Ishanvi Mody,Male,36,gabrielparsa@example.com,9997647760,Galaxy S24,Samsung,Electronics,1,74999,0,18,74999.0,58499.22,16499.78,2024-07-16,Allahabad,Kerala
ORD100337,CUST5337,Kritika Pai,Male,35,jyoti48@example.net,9284551596,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2024-03-22,Tinsukia,Madhya Pradesh
ORD100338,CUST5338,Vrinda Das,Male,58,jmohan@example.net,9544740642,iPhone 15,Apple,Electronics,3,79999,15,18,203997.45,187197.66,16799.79,2023-09-23,Guntur,Mizoram
ORD100339,CUST5339,Rachita Rattan,Female,18,tcheema@example.net,9605007495,Galaxy S24,Samsung,Electronics,2,74999,15,18,127498.3,116998.44,10499.86,2025-02-16,Giridih,Chhattisgarh
ORD100340,CUST5340,Lakshit Gopal,Female,29,bdara@example.net,9633490217,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2024-11-21,Tadipatri,West Bengal
ORD100341,CUST5341,Samaksh Rama,Male,59,luthrasanya@example.org,9276786301,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2024-01-24,Kirari Suleman Nagar,Andhra Pradesh
ORD100342,CUST5342,Janaki Bains,Male,22,balendra90@example.net,9272174991,Dell Inspiron,Dell,Laptop,3,58999,5,18,168147.15,138057.66,30089.49,2024-06-09,Vijayawada,Meghalaya
ORD100343,CUST5343,Nitara Gaba,Male,40,xmohan@example.org,9247307263,Galaxy S24,Samsung,Electronics,2,74999,0,18,149998.0,116998.44,32999.56,2023-09-13,Kozhikode,Arunachal Pradesh
ORD100344,CUST5344,Akshay Jayaraman,Female,39,jtripathi@example.org,9715002993,HP Pavilion,HP,Laptop,2,65999,15,18,112198.3,102958.44,9239.86,2024-07-23,Solapur,Kerala
ORD100345,CUST5345,Janani Dubey,Male,23,jackson50@example.org,9570216620,Galaxy S24,Samsung,Electronics,4,74999,0,18,299996.0,233996.88,65999.12,2024-10-31,Chennai,Madhya Pradesh
ORD100346,CUST5346,Eta Bedi,Female,35,agastya78@example.com,9690119944,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2024-06-14,Jhansi,Andhra Pradesh
ORD100347,CUST5347,Vedant Chana,Female,21,idhillon@example.net,9170208250,iPhone 15,Apple,Electronics,5,79999,10,18,359995.5,311996.1,47999.4,2025-01-22,Shimoga,Telangana
ORD100348,CUST5348,Aryan Parsa,Female,55,urvibath@example.com,9485666649,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2023-01-17,Chapra,West Bengal
ORD100349,CUST5349,Jagat Boase,Male,42,eshana21@example.com,9118465766,Galaxy S24,Samsung,Electronics,4,74999,0,18,299996.0,233996.88,65999.12,2023-09-27,Pali,Karnataka
ORD100350,CUST5350,Rajeshri Sule,Male,20,nsamra@example.net,9830624275,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-01-13,Latur,Odisha
ORD100351,CUST5351,Ikshita Naidu,Male,39,urvashisuri@example.com,9608723802,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2024-03-23,Durg,Maharashtra
ORD100352,CUST5352,Nidra Walla,Male,55,cmerchant@example.net,9582319699,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2025-05-14,Akola,Mizoram
ORD100353,CUST5353,Brinda Toor,Female,50,karnikquincy@example.net,9379849800,Galaxy S24,Samsung,Electronics,5,74999,10,18,337495.5,292496.1,44999.4,2023-05-28,Dindigul,Telangana
ORD100354,CUST5354,Avni Kala,Male,40,imenon@example.net,9491160818,Dell Inspiron,Dell,Laptop,1,58999,0,18,58999.0,46019.22,12979.78,2024-11-09,Arrah,Tripura
ORD100355,CUST5355,Wahab Taneja,Female,34,jeevika30@example.com,9914465652,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2024-11-28,Ambala,Mizoram
ORD100356,CUST5356,Harini Iyer,Male,59,uborra@example.net,9440632260,HP Pavilion,HP,Laptop,1,65999,0,18,65999.0,51479.22,14519.78,2025-01-04,Shimoga,Jharkhand
ORD100357,CUST5357,Yatan Arya,Female,55,anirudhviswanathan@example.net,9689415694,Dell Inspiron,Dell,Laptop,5,58999,10,18,265495.5,230096.1,35399.4,2024-12-01,Bijapur,Arunachal Pradesh
ORD100358,CUST5358,Janya Sodhi,Female,39,wishi78@example.org,9372077228,Dell Inspiron,Dell,Laptop,4,58999,5,18,224196.2,184076.88,40119.32,2023-04-30,Gandhidham,Madhya Pradesh
ORD100359,CUST5359,Rishi Bhandari,Male,26,warjas60@example.net,9993764096,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2024-11-07,Tirunelveli,Kerala
ORD100360,CUST5360,Chaaya Pandey,Female,21,ramachandranshivani@example.net,9244378256,iPhone 15,Apple,Electronics,4,79999,10,18,287996.4,249596.88,38399.52,2024-10-06,Silchar,Odisha
ORD100361,CUST5361,Vivaan Hora,Female,53,kbal@example.net,9541318636,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2025-04-20,Panipat,Jharkhand
ORD100362,CUST5362,Ganga Talwar,Male,26,yzachariah@example.org,9863489261,HP Pavilion,HP,Laptop,2,65999,0,18,131998.0,102958.44,29039.56,2023-05-02,Kozhikode,Chhattisgarh
ORD100363,CUST5363,Liam Dasgupta,Female,29,eparsa@example.org,9185691716,Dell Inspiron,Dell,Laptop,3,58999,10,18,159297.3,138057.66,21239.64,2023-02-15,Bhalswa Jahangir Pur,Tripura
ORD100364,CUST5364,Hemani Rout,Male,46,qdesai@example.com,9951118354,Dell Inspiron,Dell,Laptop,4,58999,5,18,224196.2,184076.88,40119.32,2025-01-09,Kottayam,Uttarakhand
ORD100365,CUST5365,Isaac Sharma,Female,43,chaayabains@example.org,9978252598,Galaxy S24,Samsung,Electronics,1,74999,5,18,71249.05,58499.22,12749.83,2024-10-02,Vijayanagaram,Meghalaya
ORD100366,CUST5366,Falak Mittal,Male,59,pradhanowen@example.net,9314059359,Dell Inspiron,Dell,Laptop,2,58999,10,18,106198.2,92038.44,14159.76,2023-10-21,Pimpri-Chinchwad,West Bengal
ORD100367,CUST5367,Ishita Ahluwalia,Male,33,falanchandran@example.com,9699539428,HP Pavilion,HP,Laptop,5,65999,5,18,313495.25,257396.1,56099.15,2023-08-28,Morbi,Haryana
ORD100368,CUST5368,Banjeet Shenoy,Male,52,lokeparth@example.com,9189123973,HP Pavilion,HP,Laptop,3,65999,5,18,188097.15,154437.66,33659.49,2024-03-07,Madanapalle,Assam
ORD100369,CUST5369,Rohan Kadakia,Male,33,yahvisha@example.org,9923360366,iPhone 15,Apple,Electronics,2,79999,5,18,151998.1,124798.44,27199.66,2025-05-28,Rajahmundry,Tamil Nadu
ORD100370,CUST5370,Vaishnavi Mistry,Male,41,ekapad91@example.org,9388744726,Galaxy S24,Samsung,Electronics,4,74999,0,18,299996.0,233996.88,65999.12,2024-02-23,Jamshedpur,Bihar
ORD100371,CUST5371,Edhitha Salvi,Female,33,regeisha@example.net,9275724553,iPhone 15,Apple,Electronics,5,79999,15,18,339995.75,311996.1,27999.65,2024-02-20,Machilipatnam,Karnataka
ORD100372,CUST5372,Sachi Lad,Female,51,rbhatia@example.org,9412027023,Galaxy S24,Samsung,Electronics,4,74999,5,18,284996.2,233996.88,50999.32,2023-07-03,Bhilai,Uttarakhand
ORD100373,CUST5373,Kashish Sen,Male,45,dewankashvi@example.org,9455142480,Dell Inspiron,Dell,Laptop,5,58999,10,18,265495.5,230096.1,35399.4,2023-08-22,Akola,Jharkhand
ORD100374,CUST5374,Urishilla Acharya,Female,29,oshagour@example.com,9860906139,Dell Inspiron,Dell,Laptop,2,58999,10,18,106198.2,92038.44,14159.76,2023-02-28,Erode,Rajasthan
ORD100375,CUST5375,Isha Choudhry,Female,47,farisprakash@example.com,9551304557,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2023-04-09,Loni,Uttarakhand
ORD100376,CUST5376,Advik Bedi,Male,29,lekhadua@example.com,9521067876,Dell Inspiron,Dell,Laptop,4,58999,15,18,200596.6,184076.88,16519.72,2023-10-21,Bikaner,Arunachal Pradesh
ORD100377,CUST5377,Hardik Gole,Female,55,hemanginiiyer@example.net,9964539389,iPhone 15,Apple,Electronics,5,79999,5,18,379995.25,311996.1,67999.15,2024-05-27,Imphal,Mizoram
ORD100378,CUST5378,Charles Chana,Male,20,chandranfaras@example.com,9208836532,HP Pavilion,HP,Laptop,3,65999,10,18,178197.3,154437.66,23759.64,2024-05-27,Eluru,Rajasthan
ORD100379,CUST5379,Tarak Vohra,Female,18,geetikarout@example.net,9378349465,Galaxy S24,Samsung,Electronics,4,74999,0,18,299996.0,233996.88,65999.12,2024-03-09,Kishanganj,Chhattisgarh
ORD100380,CUST5380,Jacob Naik,Female,32,euppal@example.net,9910410993,HP Pavilion,HP,Laptop,5,65999,5,18,313495.25,257396.1,56099.15,2023-06-19,Bhavnagar,Tripura
ORD100381,CUST5381,Ishita Oak,Male,35,kapadiaubika@example.net,9390837142,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-10-15,Kavali,Haryana
ORD100382,CUST5382,Upadhriti Trivedi,Male,44,mparmar@example.net,9320375184,Galaxy S24,Samsung,Electronics,2,74999,5,18,142498.1,116998.44,25499.66,2023-02-12,Pune,West Bengal
ORD100383,CUST5383,Girish Sur,Male,22,upma20@example.net,9103360273,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2024-11-12,Narasaraopet,Himachal Pradesh
ORD100384,CUST5384,Odika Bhandari,Male,31,sachigade@example.net,9843914955,iPhone 15,Apple,Electronics,4,79999,5,18,303996.2,249596.88,54399.32,2024-02-11,Raipur,Himachal Pradesh
ORD100385,CUST5385,Caleb Date,Female,21,kiaanbahl@example.org,9660562997,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2025-04-02,Jalna,Haryana
ORD100386,CUST5386,Ira Parikh,Female,20,nlal@example.net,9578718514,Dell Inspiron,Dell,Laptop,3,58999,10,18,159297.3,138057.66,21239.64,2023-06-04,Proddatur,Mizoram
ORD100387,CUST5387,Ijaya Balakrishnan,Male,30,ayushman09@example.com,9765915559,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2023-03-26,Mango,Manipur
ORD100388,CUST5388,Ryan Sethi,Male,41,anusha43@example.com,9310625193,Dell Inspiron,Dell,Laptop,1,58999,15,18,50149.15,46019.22,4129.93,2024-12-18,Phusro,Odisha
ORD100389,CUST5389,Sai Salvi,Male,24,kandaurvi@example.net,9138326502,Dell Inspiron,Dell,Laptop,2,58999,0,18,117998.0,92038.44,25959.56,2025-02-12,Nandyal,Telangana
ORD100390,CUST5390,Tanvi Bala,Male,49,yramakrishnan@example.com,9536505274,HP Pavilion,HP,Laptop,2,65999,0,18,131998.0,102958.44,29039.56,2023-11-13,Kadapa,Tripura
ORD100391,CUST5391,Lila Mand,Male,45,nitara39@example.com,9992449157,iPhone 15,Apple,Electronics,1,79999,0,18,79999.0,62399.22,17599.78,2024-12-11,Ghaziabad,Bihar
ORD100392,CUST5392,Varenya Dara,Male,28,fsaini@example.net,9933037080,iPhone 15,Apple,Electronics,1,79999,15,18,67999.15,62399.22,5599.93,2023-06-18,Cuttack,Gujarat
ORD100393,CUST5393,Priya Mody,Male,20,kantrehaan@example.com,9319276908,Dell Inspiron,Dell,Laptop,4,58999,0,18,235996.0,184076.88,51919.12,2023-09-25,Sambhal,Bihar
ORD100394,CUST5394,Wazir Jayaraman,Female,50,brandhawa@example.net,9675962830,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2024-01-21,Malda,Goa
ORD100395,CUST5395,Arjun Date,Female,23,caggarwal@example.org,9842767044,Dell Inspiron,Dell,Laptop,2,58999,0,18,117998.0,92038.44,25959.56,2024-01-06,Moradabad,Goa
ORD100396,CUST5396,Sai Balakrishnan,Male,36,minhasjai@example.net,9128850969,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2023-03-02,Durg,Jharkhand
ORD100397,CUST5397,Udant Mann,Female,56,rparsa@example.org,9145098738,Dell Inspiron,Dell,Laptop,3,58999,0,18,176997.0,138057.66,38939.34,2025-04-01,Raurkela Industrial Township,Telangana
ORD100398,CUST5398,Faraj Sawhney,Male,29,damyantibarad@example.com,9854093142,HP Pavilion,HP,Laptop,1,65999,10,18,59399.1,51479.22,7919.88,2023-12-23,Fatehpur,Sikkim
ORD100399,CUST5399,Damyanti Dyal,Female,41,zarna00@example.com,9506651155,HP Pavilion,HP,Laptop,4,65999,0,18,263996.0,205916.88,58079.12,2023-07-24,Mahbubnagar,Nagaland
ORD100400,CUST5400,Noah Nath,Female,19,wadhwadalbir@example.net,9272150042,HP Pavilion,HP,Laptop,3,65999,5,18,188097.15,154437.66,33659.49,2024-01-06,Hapur,Tripura
ORD100401,CUST5401,Yashvi Ghosh,Male,20,samuel88@example.org,9538749845,HP Pavilion,HP,Laptop,4,65999,15,18,224396.6,205916.88,18479.72,2023-12-22,Mirzapur,Himachal Pradesh
ORD100402,CUST5402,Gaurika Minhas,Female,50,isarma@example.com,9265273511,Galaxy S24,Samsung,Electronics,5,74999,15,18,318745.75,292496.1,26249.65,2025-03-19,Darbhanga,Telangana
ORD100403,CUST5403,Kamya Viswanathan,Female,21,gunbir80@example.net,9769625568,Galaxy S24,Samsung,Electronics,2,74999,10,18,134998.2,116998.44,17999.76,2023-09-20,Kulti,Uttar Pradesh
ORD100404,CUST5404,Rohan Patla,Male,40,epalla@example.org,9121289457,iPhone 15,Apple,Electronics,1,79999,5,18,75999.05,62399.22,13599.83,2024-08-31,Anantapuram,Bihar
ORD100405,CUST5405,Sarthak Ram,Female,49,gauravhari@example.net,9374234501,Galaxy S24,Samsung,Electronics,3,74999,0,18,224997.0,175497.66,49499.34,2025-01-03,Vasai-Virar,Himachal Pradesh
ORD100406,CUST5406,Gaurangi Handa,Female,57,qsha@example.com,9346465676,Dell Inspiron,Dell,Laptop,5,58999,0,18,294995.0,230096.1,64898.9,2024-07-26,Chennai,Uttar Pradesh
ORD100407,CUST5407,Janani Dubey,Female,38,wsinghal@example.org,9306802275,HP Pavilion,HP,Laptop,5,65999,15,18,280495.75,257396.1,23099.65,2023-04-15,Khammam,Assam
ORD100408,CUST5408,Radhika Salvi,Male,35,amaradora@example.com,9520079206,HP Pavilion,HP,Laptop,2,65999,15,18,112198.3,102958.44,9239.86,2023-03-14,Barasat,Tamil Nadu
ORD100409,CUST5409,Ekani Rajagopal,Female,32,lalnilima@example.net,9187537651,Galaxy S24,Samsung,Electronics,5,74999,0,18,374995.0,292496.1,82498.9,2023-05-31,Alwar,Goa
ORD100410,CUST5410,Ishita Basak,Female,19,uagate@example.net,9446877655,iPhone 15,Apple,Electronics,3,79999,10,18,215997.3,187197.66,28799.64,2023-08-01,Thane,Manipur
ORD100411,CUST5411,Harsh Sehgal,Female,22,vamakshimittal@example.com,9169149761,Dell Inspiron,Dell,Laptop,4,58999,10,18,212396.4,184076.88,28319.52,2023-10-23,Ozhukarai,Telangana
ORD100412,CUST5412,Dhruv Banerjee,Male,54,mohammedsharaf@example.org,9885556937,Galaxy S24,Samsung,Electronics,3,74999,5,18,213747.15,175497.66,38249.49,2024-12-09,Barasat,Chhattisgarh
ORD100413,CUST5413,Yadavi Randhawa,Female,37,janakidada@example.com,9349112006,iPhone 15,Apple,Electronics,1,79999,5,18,75999.05,62399.22,13599.83,2025-02-20,Thrissur,Uttar Pradesh
ORD100414,CUST5414,Januja Chatterjee,Male,24,nisha19@example.org,9855749634,iPhone 15,Apple,Electronics,5,79999,5,18,379995.25,311996.1,67999.15,2023-06-22,Pali,Gujarat
ORD100415,CUST5415,Owen Kunda,Male,23,saisane@example.org,9676548883,iPhone 15,Apple,Electronics,3,79999,0,18,239997.0,187197.66,52799.34,2023-07-09,Gangtok,Jharkhand
ORD100416,CUST5416,Kalpit Sengupta,Male,27,mitali85@example.org,9307502691,Galaxy S24,Samsung,Electronics,4,74999,15,18,254996.6,233996.88,20999.72,2024-12-27,Ratlam,Tripura
ORD100417,CUST5417,Chandresh Manda,Female,29,vyanjanaratta@example.com,9466759481,HP Pavilion,HP,Laptop,3,65999,0,18,197997.0,154437.66,43559.34,2023-11-24,Katihar,Meghalaya
ORD100418,CUST5418,Avi Murty,Male,27,bhattirajeshri@example.net,9879591918,iPhone 15,Apple,Electronics,1,79999,5,18,75999.05,62399.22,13599.83,2024-08-15,Bikaner,Odisha
ORD100419,CUST5419,Harish Narula,Male,53,buchimaran@example.com,9323427897,iPhone 15,Apple,Electronics,3,79999,15,18,203997.45,187197.66,16799.79,2023-12-22,Tumkur,Jharkhand
ORD100420,CUST5420,Oeshi Walla,Male,48,isaiahrau@example.com,9912238115,Galaxy S24,Samsung,Electronics,4,74999,5,18,284996.2,233996.88,50999.32,2024-05-18,Ozhukarai,Tripura
ORD100421,CUST5421,Jairaj Sur,Female,21,lopa70@example.net,9604950628,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2023-12-07,Bardhaman,Rajasthan
ORD100422,CUST5422,Jhalak Cherian,Female,32,srinivasanlekha@example.net,9365998101,Dell Inspiron,Dell,Laptop,1,58999,15,18,50149.15,46019.22,4129.93,2024-11-19,Chennai,Bihar
ORD100423,CUST5423,Karan Goel,Male,19,pnair@example.com,9568124466,Galaxy S24,Samsung,Electronics,1,74999,15,18,63749.15,58499.22,5249.93,2024-12-02,Baranagar,Bihar
ORD100424,CUST5424,Veda Dugar,Male,41,wkapur@example.com,9929173857,Galaxy S24,Samsung,Electronics,3,74999,10,18,202497.3,175497.66,26999.64,2024-10-06,Tadepalligudem,Telangana
ORD100425,CUST5425,Tanay Narula,Female,29,aradhananatt@example.org,9864893493,HP Pavilion,HP,Laptop,1,65999,15,18,56099.15,51479.22,4619.93,2023-02-06,Amritsar,Odisha
ORD100426,CUST5426,Yuvraj Iyengar,Female,43,cmammen@example.org,9282914510,Dell Inspiron,Dell,Laptop,4,58999,15,18,200596.6,184076.88,16519.72,2023-02-28,Silchar,Punjab
ORD100427,CUST5427,Amrita Balasubramanian,Female,49,ftailor@example.net,9130655180,iPhone 15,Apple,Electronics,2,79999,5,18,151998.1,124798.44,27199.66,2023-01-11,Vadodara,Tripura
ORD100428,CUST5428,Zashil Gola,Female,46,bswamy@example.com,9466312202,Dell Inspiron,Dell,Laptop,2,58999,0,18,117998.0,92038.44,25959.56,2024-10-26,Belgaum,Tripura
ORD100429,CUST5429,Kashish Brahmbhatt,Male,20,ebhagat@example.com,9783338866,HP Pavilion,HP,Laptop,1,65999,0,18,65999.0,51479.22,14519.78,2023-08-31,Bhiwandi,Chhattisgarh
ORD100430,CUST5430,Edhitha Pal,Female,21,ekaraj02@example.com,9279126898,HP Pavilion,HP,Laptop,3,65999,5,18,188097.15,154437.66,33659.49,2024-01-06,Mysore,Goa
ORD100431,CUST5431,Suhani Cheema,Male,50,hprakash@example.org,9716316766,HP Pavilion,HP,Laptop,4,65999,5,18,250796.2,205916.88,44879.32,2023-06-29,Salem,Tamil Nadu
ORD100432,CUST5432,Sudiksha Amble,Male,34,kashyapmaanav@example.org,9802372543,Dell Inspiron,Dell,Laptop,2,58999,15,18,100298.3,92038.44,8259.86,2023-11-13,Ludhiana,Telangana
ORD100433,CUST5433,Falan Edwin,Female,46,warindersani@example.net,9976451859,iPhone 15,Apple,Electronics,2,79999,15,18,135998.3,124798.44,11199.86,2023-05-16,Karaikudi,Manipur
ORD100434,CUST5434,Devansh Mody,Female,30,lsuri@example.com,9693458678,HP Pavilion,HP,Laptop,2,65999,15,18,112198.3,102958.44,9239.86,2025-06-05,Agartala,West Bengal
ORD100435,CUST5435,Zaitra Varughese,Female,60,shravya20@example.com,9696499628,iPhone 15,Apple,Electronics,2,79999,0,18,159998.0,124798.44,35199.56,2024-07-10,Korba,West Bengal
ORD100436,CUST5436,Jagvi Madan,Female,28,januja89@example.org,9903513783,HP Pavilion,HP,Laptop,1,65999,0,18,65999.0,51479.22,14519.78,2023-07-28,Akola,Madhya Pradesh
ORD100437,CUST5437,Kashvi Babu,Female,21,jcomar@example.org,9720137644,iPhone 15,Apple,Electronics,2,79999,0,18,159998.0,124798.44,35199.56,2024-10-30,Berhampore,Jharkhand
ORD100438,CUST5438,Tejas Kumar,Female,45,ekantikarastogi@example.net,9285007318,iPhone 15,Apple,Electronics,5,79999,10,18,359995.5,311996.1,47999.4,2024-02-19,Bareilly,Manipur
ORD100439,CUST5439,Abhimanyu Maharaj,Male,49,kashviwali@example.net,9925008637,Dell Inspiron,Dell,Laptop,2,58999,0,18,117998.0,92038.44,25959.56,2023-11-09,Kottayam,Meghalaya
ORD100440,CUST5440,Kabir Srinivasan,Male,33,dadarobert@example.org,9918807635,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-04-14,Munger,West Bengal
ORD100441,CUST5441,Faraj Iyengar,Male,19,nitarakade@example.net,9447710626,iPhone 15,Apple,Electronics,2,79999,10,18,143998.2,124798.44,19199.76,2024-10-23,Meerut,Uttar Pradesh
ORD100442,CUST5442,Balhaar Sarma,Female,22,siya89@example.net,9773998649,Galaxy S24,Samsung,Electronics,1,74999,10,18,67499.1,58499.22,8999.88,2023-10-16,Udupi,Punjab
ORD100443,CUST5443,Aayush Dora,Female,52,ramalibni@example.net,9312716304,HP Pavilion,HP,Laptop,4,65999,10,18,237596.4,205916.88,31679.52,2025-02-12,Siliguri,Bihar
ORD100444,CUST5444,Madhavi Ram,Male,58,andradayamai@example.net,9442797012,Galaxy S24,Samsung,Electronics,2,74999,5,18,142498.1,116998.44,25499.66,2024-06-17,Karimnagar,Nagaland
ORD100445,CUST5445,Anita Tandon,Female,49,anika57@example.net,9794086482,Dell Inspiron,Dell,Laptop,2,58999,15,18,100298.3,92038.44,8259.86,2023-07-31,Hapur,Himachal Pradesh
ORD100446,CUST5446,Nihal Palan,Female,52,buchvictor@example.com,9933178699,HP Pavilion,HP,Laptop,3,65999,15,18,168297.45,154437.66,13859.79,2024-12-15,Gudivada,West Bengal
ORD100447,CUST5447,Caleb Sahota,Male,41,nlalla@example.net,9489619220,Dell Inspiron,Dell,Laptop,3,58999,5,18,168147.15,138057.66,30089.49,2023-11-07,Amroha,Himachal Pradesh
ORD100448,CUST5448,Oviya Pradhan,Female,27,eeshagarde@example.net,9312027182,Dell Inspiron,Dell,Laptop,3,58999,5,18,168147.15,138057.66,30089.49,2025-02-09,Solapur,Tamil Nadu
ORD100449,CUST5449,Zaitra Nair,Female,32,wadhwaanay@example.net,9660351630,Galaxy S24,Samsung,Electronics,2,74999,0,18,149998.0,116998.44,32999.56,2023-12-05,Haldia,Rajasthan
ORD100450,CUST5450,Garima Khare,Male,23,qaurora@example.net,9310599741,Galaxy S24,Samsung,Electronics,5,74999,0,18,374995.0,292496.1,82498.9,2024-07-16,Udupi,Manipur
ORD100451,CUST5451,Charvi Boase,Male,29,mchokshi@example.com,9295361593,HP Pavilion,HP,Laptop,5,65999,0,18,329995.0,257396.1,72598.9,2024-06-14,Tirupati,Nagaland
ORD100452,CUST5452,Mitesh Mody,Male,47,rajeshri22@example.com,9352375617,iPhone 15,Apple,Electronics,2,79999,10,18,143998.2,124798.44,19199.76,2024-02-19,Rewa,Uttarakhand
ORD100453,CUST5453,Pallavi Kar,Female,57,upandey@example.org,9459974448,Dell Inspiron,Dell,Laptop,5,58999,15,18,250745.75,230096.1,20649.65,2024-01-04,Warangal,Assam
ORD100454,CUST5454,Neel Rai,Male,32,quincykant@example.org,9531706267,iPhone 15,Apple,Electronics,4,79999,5,18,303996.2,249596.88,54399.32,2023-04-19,Dindigul,Meghalaya
ORD100455,CUST5455,Samaksh Sarkar,Male,35,hkorpal@example.org,9790819452,Dell Inspiron,Dell,Laptop,4,58999,10,18,212396.4,184076.88,28319.52,2024-12-11,Chandigarh,Himachal Pradesh
