Employee_ID,Name,Gender,Department,City,Joining_Date,Experience_Years,Salary,Bonus,Performance_Rating
E0647,Karan Joshi,Female,HR,Jaipur,2023-08-24,6.2,111185,32903.0,5
E0648,Karan Yadav,Male,Marketing,Mumbai,2018-07-08,11.3,119322,7180.0,5
E0649,Amit Gupta,Male,HR,Jaipur,2012-12-07,3.6,141261,18453.0,4
E0650,Ananya Mehta,Female,Finance,Delhi,2016-08-03,1.5,70883,5141.0,2
E0651,Priya Verma,Male,Sales,Jaipur,2014-05-31,17.6,129251,32038.0,5
E0652,Riya Yadav,Male,IT,Mumbai,2016-08-16,13.7,179409,49972.0,2
E0653,Ananya Kumar,Male,Sales,Jaipur,2017-09-25,8.7,101619,38881.0,2
E0654,Karan Joshi,Male,Operations,Bengaluru,2021-07-28,3.0,49730,41181.0,2
E0655,Diya Singh,Male,Marketing,Delhi,2016-06-28,5.4,109558,,3
E0656,Aditya Yadav,Female,HR,Delhi,2024-11-25,4.9,177609,24362.0,5
E0657,Vivaan Patel,Male,HR,Delhi,2019-06-03,0.0,149281,10193.0,5
E0658,Karan Sharma,Female,HR,Pune,2012-11-12,15.0,32891,32724.0,4
E0659,Diya Verma,Female,Marketing,Delhi,2016-05-15,7.4,177676,33099.0,5
E0660,Rahul Kumar,Female,Marketing,Lucknow,2017-07-11,15.7,82657,46375.0,3
E0661,Vivaan Yadav,Male,Operations,Pune,2020-04-17,8.5,152917,38013.0,5
E0662,Neha Yadav,Male,Sales,Mumbai,2024-08-23,2.0,131790,39281.0,5
E0663,Vivaan Yadav,Male,IT,Jaipur,2023-10-03,8.7,82211,39538.0,4
E0664,Amit Mehta,Male,Sales,Bengaluru,2013-10-07,16.2,93993,49581.0,2
E0665,Aarav Sharma,Male,Finance,Lucknow,2013-01-30,7.0,112032,19372.0,2
E0666,Neha Verma,Female,Finance,Delhi,2023-12-15,16.4,136850,16344.0,3
E0667,Diya Mehta,Female,IT,Hyderabad,2013-05-13,13.4,94810,36979.0,4
E0668,Ananya Sharma,Female,Operations,Mumbai,2020-01-21,0.6,162575,14300.0,4
E0669,Vivaan Sharma,Male,Operations,Delhi,2023-04-05,0.0,95328,12353.0,3
E0670,Ananya Sharma,Male,Marketing,Mumbai,2015-04-14,3.7,41390,7407.0,2
E0671,Diya Singh,Female,Operations,Pune,2020-05-01,8.8,129314,19256.0,2
E0672,Diya Patel,Male,Operations,Delhi,2024-10-15,2.9,149612,13451.0,2
E0673,Sneha Gupta,Female,IT,Pune,2021-09-17,2.7,41479,20701.0,2
E0674,Sneha Gupta,Male,IT,Pune,2019-11-15,2.8,151324,47885.0,2
E0675,Priya Verma,Female,Marketing,Delhi,2014-10-06,16.2,74694,9428.0,3
E0676,Diya Das,Female,HR,Lucknow,2022-02-19,15.6,107591,30748.0,4
E0677,Amit Mehta,Female,IT,Pune,2013-11-23,12.7,126919,11572.0,4
E0678,Karan Kumar,Female,Operations,Jaipur,2015-07-11,3.4,72366,15236.0,3
E0679,Neha Gupta,Female,Finance,Delhi,2023-10-31,8.7,176471,30014.0,3
E0680,Amit Kumar,Female,Finance,Lucknow,2014-10-17,7.8,33119,30261.0,4
E0681,Ananya Singh,Female,Sales,Lucknow,2020-10-07,4.0,75466,41697.0,4
E0682,Ananya Patel,Male,HR,Jaipur,2018-08-20,2.3,75830,22394.0,2
E0683,Ananya Mehta,Male,Sales,Jaipur,2019-03-12,17.6,35126,13266.0,2
E0684,Amit Verma,Female,IT,Mumbai,2022-10-15,6.4,165783,30355.0,5
E0685,Sneha Sharma,Male,IT,Jaipur,2018-06-03,13.3,84464,8520.0,4
E0686,Aarav Singh,Female,Finance,Mumbai,2024-03-04,3.8,115241,31542.0,4
E0687,Vivaan Joshi,Male,Finance,Lucknow,2016-02-19,16.7,143822,5408.0,3
E0688,Rahul Kumar,Female,Marketing,Mumbai,2025-06-20,7.9,114741,30368.0,4
E0689,Amit Verma,Male,Finance,Delhi,2021-09-10,14.5,151378,30485.0,2
E0690,Aditya Sharma,Male,IT,Jaipur,2016-12-14,10.8,110419,29088.0,5
E0691,Aditya Verma,Male,HR,Lucknow,2013-03-14,5.2,103667,48261.0,5
E0692,Vivaan Patel,Male,Sales,Bengaluru,2012-06-15,5.6,155022,46273.0,5
E0693,Rahul Mehta,Female,Operations,Delhi,2019-04-28,19.8,155697,15394.0,3
E0694,Vivaan Gupta,Male,Sales,Lucknow,2024-02-28,1.8,72623,13997.0,5
E0695,Aarav Patel,Female,Marketing,Jaipur,2017-06-29,9.9,32705,34939.0,4
E0696,Priya Gupta,Male,Operations,Jaipur,2019-04-13,4.5,81646,18731.0,4
E0697,Vivaan Mehta,Female,HR,Mumbai,2018-06-24,18.9,64666,10313.0,5
E0698,Aditya Das,Male,HR,Hyderabad,2016-10-11,17.2,75381,7208.0,4
E0699,Vivaan Verma,Female,Sales,Hyderabad,2022-11-16,3.3,37426,43851.0,5
E0700,Aditya Gupta,Female,Sales,Lucknow,2015-08-09,12.0,174984,25972.0,4
E0701,Aditya Sharma,Male,Sales,Lucknow,2012-04-27,3.5,95650,8942.0,3
E0702,Aditya Mehta,Male,Sales,Lucknow,2013-05-16,15.7,138157,8658.0,5
E0703,Amit Kumar,Female,HR,Pune,2019-07-27,17.1,36926,43596.0,3
E0704,Sneha Yadav,Female,HR,Jaipur,2024-12-04,14.0,121526,,2
E0705,Diya Verma,Male,Finance,Bengaluru,2016-02-27,1.8,48248,47850.0,5
E0706,Karan Verma,Female,Marketing,Pune,2013-11-06,15.7,66858,22608.0,5
E0707,Neha Kumar,Male,Marketing,Mumbai,2019-04-08,5.6,160211,27200.0,5
E0708,Aarav Gupta,Male,Operations,Delhi,2012-11-22,16.3,138385,34544.0,5
E0709,Diya Sharma,Male,Operations,Lucknow,2023-05-31,0.5,164914,27327.0,5
E0710,Vivaan Mehta,Male,IT,Pune,2016-11-29,19.3,139386,20220.0,5
E0711,Sneha Verma,Female,HR,Bengaluru,2018-08-13,15.2,53653,16580.0,3
E0712,Neha Joshi,Male,Marketing,Bengaluru,2024-09-03,15.7,93193,27548.0,3
E0713,Riya Yadav,Female,Marketing,Bengaluru,2024-01-15,2.4,59213,16012.0,2
E0714,Riya Verma,Male,Operations,Lucknow,2017-02-20,12.2,46248,6934.0,2
E0715,Amit Joshi,Male,Operations,Lucknow,2016-03-25,16.4,85421,40199.0,4
E0716,Amit Verma,Female,IT,Jaipur,2022-12-10,12.3,111599,37971.0,3
E0717,Amit Gupta,Female,Sales,Lucknow,2019-10-31,14.5,147743,39398.0,5
E0718,Riya Joshi,Male,Finance,Jaipur,2015-06-19,2.1,31539,27425.0,2
E0719,Priya Das,Male,Operations,Lucknow,2023-01-26,0.5,33261,,3
E0720,Amit Sharma,Female,HR,Hyderabad,2021-02-25,18.7,147313,31371.0,5
E0721,Aarav Joshi,Female,IT,Bengaluru,2012-03-17,5.0,89396,40360.0,2
E0722,Aarav Joshi,Female,Finance,Bengaluru,2012-11-08,15.0,25841,41219.0,5
E0723,Amit Gupta,Female,Operations,Lucknow,2014-06-24,17.8,135540,13242.0,4
E0724,Vivaan Patel,Female,Operations,Pune,2019-02-19,18.4,47262,42126.0,4
E0725,Aditya Das,Male,Operations,Hyderabad,2020-05-26,11.2,143884,37985.0,3
E0726,Ananya Kumar,Female,IT,Hyderabad,2020-02-01,12.5,91609,29240.0,5
E0727,Sneha Mehta,Female,Marketing,Hyderabad,2019-03-26,0.3,115856,18772.0,3
E0728,Sneha Singh,Male,IT,Bengaluru,2017-04-29,15.6,119906,33812.0,3
E0729,Vivaan Sharma,Male,HR,Delhi,2012-09-04,12.9,34592,21976.0,2
E0730,Riya Singh,Male,Sales,Jaipur,2013-05-02,15.3,39776,11794.0,3
E0731,Amit Sharma,Male,Finance,Lucknow,2014-01-06,2.0,38315,35184.0,3
E0732,Diya Joshi,Male,Sales,Jaipur,2024-10-22,3.6,28839,24039.0,3
E0733,Vivaan Sharma,Female,Finance,Pune,2012-03-06,12.2,81254,44713.0,2
E0734,Sneha Mehta,Male,Marketing,Jaipur,2021-07-25,18.0,95078,7368.0,3
E0735,Priya Joshi,Male,Marketing,Pune,2016-01-11,2.7,28152,35754.0,4
E0736,Diya Singh,Female,HR,Bengaluru,2017-10-18,11.6,73300,40017.0,3
E0737,Sneha Yadav,Female,HR,Hyderabad,2015-03-22,8.0,173198,24484.0,3
E0738,Diya Joshi,Male,Marketing,Mumbai,2014-01-24,13.7,60360,9132.0,4
E0739,Priya Patel,Male,IT,Jaipur,2025-02-17,19.0,55440,48624.0,4
E0740,Rahul Joshi,Male,Marketing,Delhi,2013-11-24,0.9,163114,6493.0,4
E0741,Priya Patel,Female,Operations,Mumbai,2013-10-09,13.0,50705,37999.0,5
E0742,Diya Singh,Female,IT,Bengaluru,2020-02-24,15.9,137888,36899.0,2
E0743,Aditya Das,Male,Operations,Hyderabad,2021-07-27,6.1,113279,23166.0,2
E0744,Rahul Joshi,Male,Finance,Jaipur,2014-01-30,3.7,178904,12929.0,2
E0745,Vivaan Gupta,Male,Marketing,Bengaluru,2012-04-21,16.8,43720,17715.0,2
E0746,Ananya Kumar,Male,Finance,Mumbai,2019-10-22,19.8,76067,15420.0,2
E0747,Rahul Verma,Female,Operations,Hyderabad,2021-09-14,18.7,40461,46903.0,3
E0748,Amit Sharma,Female,HR,Hyderabad,2023-09-21,19.7,55099,11401.0,3
E0749,Vivaan Sharma,Female,HR,Hyderabad,2024-03-08,18.6,78590,8617.0,3
E0750,Priya Gupta,Male,Operations,Delhi,2023-10-13,3.7,144710,24615.0,2
E0751,Riya Das,Male,Marketing,Hyderabad,2018-09-27,1.1,100693,47500.0,4
E0752,Aditya Kumar,Female,HR,Bengaluru,2017-01-10,6.3,117534,21243.0,4
E0753,Vivaan Singh,Female,Finance,Delhi,2018-10-25,15.5,165400,28084.0,2
E0754,Sneha Kumar,Male,Finance,Lucknow,2017-06-16,1.4,125752,20128.0,4
E0755,Sneha Patel,Male,IT,Mumbai,2013-03-01,6.4,103750,24623.0,3
E0756,Karan Verma,Female,Marketing,Pune,2019-03-21,8.7,57200,29122.0,3
E0757,Diya Joshi,Male,HR,Pune,2022-06-13,8.7,107683,20055.0,2
E0758,Sneha Das,Male,HR,Mumbai,2023-12-25,8.9,96047,30659.0,2
E0759,Aarav Patel,Female,Marketing,Delhi,2013-08-29,3.0,97092,30312.0,2
E0760,Diya Mehta,Female,Operations,Bengaluru,2023-10-29,18.2,112392,6238.0,3
E0761,Aarav Gupta,Female,IT,Mumbai,2017-09-13,5.3,162754,12108.0,4
E0762,Priya Mehta,Female,Finance,Lucknow,2025-07-19,12.0,174562,32777.0,2
E0763,Ananya Gupta,Male,HR,Mumbai,2014-01-22,16.3,59494,14092.0,5
E0764,Karan Das,Male,Sales,Jaipur,2014-09-25,18.2,30290,30459.0,4
E0765,Karan Patel,Male,HR,Mumbai,2022-07-03,15.5,137866,33730.0,3
E0766,Rahul Das,Female,Finance,Hyderabad,2022-06-04,3.5,78406,15958.0,3
E0767,Vivaan Verma,Female,Marketing,Pune,2021-07-22,15.5,112193,35677.0,5
E0768,Sneha Das,Female,Finance,Pune,2018-02-15,3.0,168199,24373.0,4
E0769,Diya Das,Female,IT,Delhi,2023-09-29,8.7,164595,17369.0,5
E0770,Riya Das,Female,Sales,Lucknow,2019-11-07,14.2,81128,14159.0,3
E0771,Riya Das,Female,Finance,Hyderabad,2017-03-29,9.3,96663,8299.0,4
E0772,Riya Kumar,Female,Sales,Lucknow,2012-02-04,13.9,123487,5210.0,2
E0773,Ananya Patel,Female,Marketing,Pune,2022-03-02,10.4,73610,19074.0,5
E0774,Karan Sharma,Female,Finance,Pune,2023-08-19,16.5,52580,18084.0,3
E0775,Riya Mehta,Female,Sales,Pune,2023-10-25,11.7,81102,14618.0,5
E0776,Ananya Patel,Male,IT,Lucknow,2019-08-06,3.4,57772,14585.0,4
E0777,Rahul Sharma,Female,Finance,Bengaluru,2022-08-23,5.3,83841,22723.0,2
E0778,Rahul Mehta,Female,HR,Delhi,2024-01-01,8.9,170040,,5
E0779,Amit Mehta,Female,Marketing,Mumbai,2013-09-05,13.3,25783,31755.0,3
E0780,Riya Yadav,Male,HR,Mumbai,2025-06-15,11.0,28848,24729.0,5
E0781,Sneha Das,Male,HR,Delhi,2025-04-21,7.2,163716,37539.0,2
E0782,Aditya Patel,Female,Operations,Mumbai,2023-02-12,17.8,40517,20999.0,2
E0783,Vivaan Sharma,Male,Finance,Pune,2022-08-25,6.1,79060,18452.0,5
E0784,Amit Kumar,Female,Operations,Mumbai,2013-06-27,0.5,71535,41441.0,2
E0785,Karan Singh,Male,HR,Pune,2018-04-04,7.7,109690,49191.0,4
E0786,Ananya Kumar,Female,Marketing,Delhi,2021-10-25,13.2,176920,21550.0,2
E0787,Neha Joshi,Male,Operations,Pune,2023-10-06,15.6,81325,41467.0,2
E0788,Karan Gupta,Female,HR,Lucknow,2017-04-03,4.6,75204,45308.0,4
E0789,Amit Joshi,Female,IT,Mumbai,2023-02-02,15.1,37105,41120.0,4
E0790,Priya Sharma,Female,Operations,Mumbai,2018-12-08,17.7,33796,28670.0,4
E0791,Riya Das,Male,Operations,Jaipur,2020-10-02,0.6,41428,26747.0,4
E0792,Vivaan Sharma,Male,Operations,Hyderabad,2013-07-30,11.4,91004,16523.0,2
E0793,Ananya Mehta,Male,Sales,Delhi,2024-03-12,6.6,119034,13965.0,4
E0794,Ananya Verma,Male,Sales,Hyderabad,2021-10-11,3.2,166894,36874.0,2
E0795,Aditya Joshi,Male,Finance,Delhi,2018-02-15,13.7,32247,11513.0,5
E0796,Karan Gupta,Male,HR,Mumbai,2023-11-15,11.2,57304,8416.0,2
E0797,Amit Verma,Male,Sales,Lucknow,2015-10-12,6.1,117765,12267.0,2
E0798,Aarav Gupta,Female,Operations,Lucknow,2017-06-05,15.1,138054,37719.0,2
E0799,Vivaan Mehta,Female,Sales,Lucknow,2017-04-02,0.9,35168,37584.0,3
E0800,Priya Yadav,Female,Marketing,Delhi,2020-03-24,12.9,77258,9383.0,5
E0801,Priya Patel,Male,Finance,Pune,2012-11-26,5.6,50838,37528.0,3
E0802,Sneha Verma,Female,IT,Jaipur,2024-07-24,4.4,62557,27357.0,5
E0803,Neha Joshi,Female,HR,Pune,2014-12-10,0.4,43433,41186.0,5
E0804,Neha Gupta,Male,Marketing,Hyderabad,2016-11-08,11.0,157780,27569.0,5
E0805,Amit Mehta,Male,Marketing,Hyderabad,2017-12-11,7.0,30688,6353.0,2
E0806,Vivaan Joshi,Female,Sales,Jaipur,2025-03-03,9.1,29828,22843.0,3
E0807,Karan Singh,Male,Operations,Jaipur,2014-07-17,5.6,147999,49784.0,4
E0808,Priya Verma,Male,Finance,Jaipur,2013-12-24,6.5,120015,35814.0,5
E0809,Vivaan Verma,Male,Finance,Mumbai,2017-12-01,13.3,30324,20135.0,3
E0810,Sneha Singh,Male,IT,Hyderabad,2018-11-15,16.4,162919,9375.0,3
E0811,Neha Das,Female,Marketing,Pune,2017-07-25,6.0,71032,9234.0,4
E0812,Sneha Mehta,Male,HR,Delhi,2022-01-08,11.3,157027,22977.0,4
E0813,Vivaan Verma,Female,Operations,Pune,2020-02-19,17.2,123849,9684.0,3
E0814,Aarav Singh,Female,HR,Jaipur,2021-06-01,8.2,44164,49000.0,3
E0815,Sneha Sharma,Male,IT,Lucknow,2019-08-28,4.4,109276,32053.0,4
E0816,Ananya Gupta,Male,Finance,Mumbai,2015-04-16,10.7,150140,21493.0,3
E0817,Vivaan Mehta,Male,Operations,Bengaluru,2017-10-01,11.4,104710,31952.0,5
E0818,Aarav Sharma,Female,Finance,Lucknow,2018-01-14,11.0,25214,15043.0,5
E0819,Neha Yadav,Male,Finance,Hyderabad,2014-02-22,6.0,59972,11589.0,2
E0820,Ananya Patel,Male,Marketing,Delhi,2017-11-05,14.6,90792,48255.0,4
E0821,Vivaan Sharma,Male,IT,Delhi,2025-08-29,14.7,81003,10036.0,5
E0822,Aarav Das,Female,HR,Bengaluru,2023-01-14,14.7,110064,5986.0,4
E0823,Amit Yadav,Female,IT,Hyderabad,2023-05-23,13.0,137158,35984.0,5
E0824,Diya Mehta,Male,HR,Hyderabad,2020-05-06,0.1,147627,8593.0,5
E0825,Karan Singh,Female,IT,Pune,2016-03-25,7.1,151182,28004.0,2
E0826,Karan Sharma,Female,IT,Delhi,2021-04-13,17.7,54884,35500.0,3
E0827,Vivaan Kumar,Male,Operations,Lucknow,2018-04-18,9.5,148640,24938.0,3
E0828,Amit Patel,Female,Marketing,Pune,2024-08-30,5.6,59746,31999.0,3
E0829,Riya Verma,Female,HR,Bengaluru,2019-05-14,12.4,51924,5452.0,3
E0830,Riya Yadav,Female,IT,Bengaluru,2023-01-05,8.1,139919,19218.0,5
E0831,Sneha Gupta,Male,IT,Lucknow,2015-10-18,2.1,50621,17479.0,3
E0832,Karan Das,Female,Operations,Bengaluru,2021-11-11,13.7,106474,10677.0,3
E0833,Karan Yadav,Female,IT,Hyderabad,2025-03-18,5.0,127075,28918.0,5
E0834,Neha Singh,Male,IT,Pune,2014-02-24,2.0,63855,16111.0,5
E0835,Riya Kumar,Female,Operations,Mumbai,2022-03-09,9.1,122530,27269.0,4
E0836,Priya Patel,Female,Finance,Mumbai,2018-01-13,0.1,41662,39324.0,2
E0837,Aarav Mehta,Female,HR,Lucknow,2025-02-16,19.0,36060,16793.0,5
E0838,Diya Yadav,Female,Finance,Bengaluru,2024-01-14,9.0,107208,12160.0,3
E0839,Karan Joshi,Male,Sales,Bengaluru,2024-02-11,10.1,53236,31066.0,5
E0840,Aditya Singh,Male,HR,Pune,2016-08-09,2.7,162916,19270.0,2
E0841,Priya Sharma,Female,Sales,Lucknow,2020-05-31,2.3,177972,31655.0,3
E0842,Aditya Gupta,Female,Sales,Delhi,2025-03-07,3.2,152647,27462.0,3
E0843,Karan Gupta,Female,Sales,Mumbai,2014-09-23,17.1,93059,41721.0,4
E0844,Sneha Gupta,Female,Finance,Lucknow,2022-03-26,14.5,39849,17445.0,2
E0845,Vivaan Yadav,Male,Sales,Pune,2018-09-02,15.6,74340,21623.0,5
E0846,Aditya Kumar,Female,HR,Lucknow,2013-05-14,7.3,34655,5624.0,2
E0847,Aarav Mehta,Male,Marketing,Delhi,2018-11-18,10.5,33699,45431.0,4
E0848,Ananya Sharma,Male,Sales,Lucknow,2018-11-29,1.7,156571,19547.0,5
E0849,Karan Sharma,Male,HR,Lucknow,2015-05-01,14.3,33203,31282.0,3
E0850,Diya Gupta,Male,HR,Mumbai,2017-11-17,3.0,68693,20402.0,3
E0851,Riya Patel,Male,Operations,Hyderabad,2012-04-28,0.6,128332,33280.0,5
E0852,Priya Sharma,Male,Operations,Hyderabad,2014-01-07,13.3,94509,27540.0,5
E0853,Neha Joshi,Male,HR,Delhi,2014-09-15,2.7,134252,42893.0,2
E0854,Vivaan Sharma,Male,Finance,Jaipur,2016-07-22,0.4,134878,46238.0,2
E0855,Neha Kumar,Female,HR,Lucknow,2023-07-17,1.9,148969,24217.0,5
E0856,Riya Das,Female,HR,Hyderabad,2018-04-05,18.6,59607,9989.0,4
E0857,Riya Yadav,Female,Operations,Lucknow,2018-08-24,13.8,157871,7570.0,5
E0858,Ananya Yadav,Male,Operations,Delhi,2016-08-15,12.9,44088,43805.0,5
E0859,Rahul Das,Male,Finance,Pune,2021-11-21,10.8,26629,34623.0,4
E0860,Riya Verma,Male,Sales,Lucknow,2020-08-24,1.2,78801,38167.0,4
E0861,Karan Sharma,Male,Marketing,Hyderabad,2016-04-23,5.6,112366,12261.0,5
E0862,Riya Joshi,Male,Finance,Mumbai,2016-07-23,17.1,88340,12354.0,3
E0863,Riya Yadav,Female,HR,Jaipur,2017-07-09,7.5,83504,23984.0,2
E0864,Ananya Das,Male,IT,Hyderabad,2015-06-11,1.0,95049,15385.0,4
E0865,Rahul Sharma,Male,Operations,Hyderabad,2025-04-11,5.1,68637,31738.0,5
E0866,Rahul Das,Male,Finance,Mumbai,2017-11-19,2.9,40426,46063.0,4
E0867,Amit Singh,Female,Sales,Jaipur,2020-02-26,13.4,106526,25300.0,5
E0868,Rahul Mehta,Male,Operations,Mumbai,2020-11-29,15.0,140007,5464.0,4
E0869,Priya Verma,Female,Operations,Mumbai,2018-09-03,2.6,74543,20495.0,4
E0870,Ananya Kumar,Male,Operations,Jaipur,2022-09-03,18.1,165299,32914.0,3
E0871,Neha Mehta,Male,IT,Lucknow,2012-09-12,8.6,113422,20083.0,4
E0872,Ananya Yadav,Male,HR,Jaipur,2012-11-21,9.4,36224,46234.0,3
E0873,Aarav Joshi,Female,Sales,Bengaluru,2018-12-31,2.9,176088,15147.0,2
E0874,Rahul Joshi,Female,Operations,Bengaluru,2016-07-07,16.1,123362,47525.0,5
E0875,Priya Das,Male,Operations,Pune,2015-09-10,9.6,122832,45073.0,2
E0876,Priya Sharma,Male,Operations,Lucknow,2023-10-07,9.9,127614,15139.0,4
E0877,Ananya Das,Female,Operations,Bengaluru,2023-03-25,3.4,109451,49218.0,4
E0878,Aarav Kumar,Male,HR,Delhi,2015-04-14,7.7,142015,47516.0,3
E0879,Amit Kumar,Female,Sales,Delhi,2015-06-17,16.9,97366,20476.0,2
E0880,Karan Yadav,Female,IT,Mumbai,2022-09-12,4.8,26446,25318.0,5
E0881,Ananya Verma,Female,Finance,Lucknow,2024-04-30,14.5,67555,9908.0,3
E0882,Aarav Kumar,Male,HR,Pune,2021-04-05,16.7,90316,15021.0,4
E0883,Karan Sharma,Male,IT,Jaipur,2024-05-20,7.6,40148,34084.0,2
E0884,Diya Verma,Female,IT,Delhi,2013-06-28,6.0,176348,19723.0,4
E0885,Diya Joshi,Male,HR,Delhi,2022-06-23,5.0,68564,43595.0,4
E0886,Karan Mehta,Female,Finance,Hyderabad,2022-08-13,1.6,91295,5462.0,4
E0887,Neha Yadav,Female,Finance,Pune,2016-02-24,8.2,90638,30936.0,5
E0888,Riya Kumar,Male,Marketing,Mumbai,2025-06-25,13.8,160528,15306.0,3
E0889,Amit Joshi,Female,IT,Pune,2023-07-21,15.6,177107,21431.0,2
E0890,Karan Gupta,Male,Marketing,Hyderabad,2021-02-26,6.9,145469,31739.0,3
E0891,Rahul Joshi,Male,Sales,Lucknow,2014-03-22,18.5,26623,37624.0,3
E0892,Riya Verma,Female,Operations,Hyderabad,2024-12-23,7.5,41438,6796.0,3
E0893,Priya Verma,Male,Operations,Mumbai,2012-03-01,1.4,53641,34510.0,2
E0894,Neha Verma,Female,IT,Pune,2012-08-29,3.5,175511,20541.0,2
E0895,Aarav Mehta,Male,IT,Hyderabad,2023-06-13,7.8,96699,44606.0,4
E0896,Amit Verma,Female,Operations,Lucknow,2013-06-05,14.0,43602,,4
E0897,Amit Verma,Female,Sales,Lucknow,2024-05-12,3.8,54250,34955.0,3
E0898,Neha Verma,Male,Finance,Hyderabad,2022-09-10,12.9,86078,16148.0,4
E0899,Neha Patel,Male,HR,Lucknow,2014-04-05,5.4,155977,6483.0,5
E0900,Vivaan Das,Male,HR,Mumbai,2019-07-29,12.6,41777,13963.0,5
E0901,Ananya Joshi,Female,Operations,Delhi,2014-08-15,7.2,80857,30175.0,3
E0902,Ananya Singh,Female,Sales,Hyderabad,2015-05-11,1.2,40025,18405.0,2
E0903,Aditya Verma,Male,Operations,Pune,2023-07-20,14.0,125312,45184.0,5
E0904,Amit Joshi,Male,IT,Lucknow,2024-12-27,19.1,117765,18674.0,2
E0905,Riya Singh,Male,Operations,Hyderabad,2019-07-15,11.7,102882,6546.0,2
E0906,Ananya Mehta,Male,HR,Hyderabad,2022-10-19,2.9,112851,29548.0,2
E0907,Rahul Singh,Female,Finance,Hyderabad,2024-12-30,8.9,147905,17409.0,3
E0908,Vivaan Kumar,Male,Sales,Bengaluru,2023-10-25,14.2,55021,28021.0,3
E0909,Neha Joshi,Female,Finance,Lucknow,2018-06-23,5.3,52187,36047.0,5
E0910,Aditya Verma,Female,Operations,Pune,2022-06-11,5.5,170993,24486.0,2
E0911,Karan Gupta,Male,Operations,Mumbai,2017-04-09,14.6,95447,,2
E0912,Riya Yadav,Female,HR,Mumbai,2021-01-10,4.0,89914,6003.0,2
E0913,Ananya Sharma,Male,Operations,Bengaluru,2013-11-07,4.4,67352,9866.0,5
E0914,Amit Joshi,Female,Finance,Hyderabad,2017-11-24,1.2,142110,28475.0,3
E0915,Karan Das,Female,HR,Mumbai,2021-01-03,15.3,103034,7264.0,2
E0916,Karan Yadav,Male,Finance,Lucknow,2017-08-19,14.7,113971,5277.0,5
E0917,Riya Patel,Male,Sales,Bengaluru,2017-09-21,5.2,116758,25584.0,2
E0918,Vivaan Das,Female,Sales,Hyderabad,2024-01-10,11.8,105545,34694.0,3
E0919,Amit Kumar,Female,IT,Mumbai,2017-06-16,18.3,31053,17413.0,5
E0920,Priya Gupta,Female,Operations,Delhi,2023-04-15,11.0,31451,48042.0,5
E0921,Rahul Yadav,Male,IT,Lucknow,2025-03-20,10.6,161190,11752.0,2
E0922,Rahul Das,Male,Finance,Mumbai,2019-06-08,12.2,101618,16008.0,2
E0923,Ananya Mehta,Female,Finance,Pune,2017-09-06,7.4,163897,14544.0,3
E0924,Priya Joshi,Male,IT,Mumbai,2025-08-09,17.8,112110,24390.0,4
E0925,Priya Mehta,Male,Finance,Hyderabad,2013-05-05,9.2,108893,47443.0,4
E0926,Riya Sharma,Female,IT,Jaipur,2022-07-19,13.3,92454,34443.0,5
E0927,Karan Kumar,Male,HR,Hyderabad,2020-07-13,11.3,151800,13298.0,5
E0928,Sneha Verma,Male,Marketing,Delhi,2014-07-05,10.5,148494,47018.0,5
E0929,Vivaan Kumar,Male,IT,Bengaluru,2014-01-08,9.8,111606,14560.0,5
E0930,Neha Gupta,Female,Finance,Delhi,2015-05-26,5.1,149898,34942.0,3
E0931,Karan Verma,Male,IT,Hyderabad,2016-03-09,16.3,159954,8559.0,2
E0932,Neha Yadav,Male,Sales,Pune,2020-11-29,15.8,112047,35713.0,4
E0933,Aditya Das,Male,Sales,Mumbai,2023-03-21,3.7,143683,8244.0,5
E0934,Karan Patel,Female,Finance,Hyderabad,2016-03-31,9.6,161436,28406.0,4
E0935,Aditya Verma,Male,Finance,Bengaluru,2016-08-29,11.0,84884,44349.0,5
E0936,Diya Verma,Female,Operations,Delhi,2014-10-10,8.5,77114,14334.0,5
E0937,Neha Singh,Female,IT,Delhi,2020-12-07,6.4,130856,20047.0,4
E0938,Diya Sharma,Male,Finance,Hyderabad,2020-06-10,6.8,103438,12076.0,2
E0939,Diya Sharma,Male,Finance,Delhi,2014-07-14,17.8,132237,15585.0,5
E0940,Vivaan Singh,Male,Sales,Pune,2020-07-31,15.6,147747,38607.0,5
E0941,Sneha Verma,Female,Operations,Lucknow,2012-04-03,17.9,179930,10813.0,4
E0942,Amit Singh,Female,Marketing,Mumbai,2012-06-07,16.8,59666,47901.0,3
E0943,Aditya Verma,Female,HR,Pune,2022-12-26,17.8,48112,17877.0,4
E0944,Neha Das,Female,HR,Pune,2022-04-30,2.8,140060,7141.0,5
E0945,Priya Gupta,Female,Sales,Bengaluru,2021-10-02,17.2,174770,38163.0,2
E0946,Aarav Singh,Female,Operations,Pune,2017-02-11,17.9,30563,44296.0,2
E0947,Aditya Patel,Male,Sales,Lucknow,2015-08-06,0.5,98287,49300.0,4
E0948,Neha Yadav,Female,HR,Delhi,2012-05-11,11.7,90677,31344.0,2
E0949,Amit Yadav,Female,Operations,Jaipur,2021-03-31,16.0,26151,5004.0,4
E0950,Amit Joshi,Male,IT,Delhi,2021-08-11,10.7,82142,22528.0,4
E0951,Diya Gupta,Male,Marketing,Jaipur,2013-11-23,13.1,93165,31915.0,3
